,State,Year,Quarter,District,Registered_User
9081,maharashtra,2022,2,chandrapur district,602491
9082,maharashtra,2022,2,kolhapur district,1428752
9083,maharashtra,2022,2,solapur district,1649511
9084,maharashtra,2022,2,mumbai district,1972178
9085,maharashtra,2022,2,sindhudurg district,219513
9086,maharashtra,2022,2,dhule district,546411
9087,maharashtra,2022,2,wardha district,387779
9088,maharashtra,2022,2,parbhani district,475099
9089,maharashtra,2022,2,mumbai suburban district,5281053
9090,maharashtra,2022,2,hingoli district,261356
9091,maharashtra,2022,2,ratnagiri district,386205
9092,maharashtra,2022,2,nanded district,864519
9093,maharashtra,2022,2,osmanabad district,505757
9094,maharashtra,2022,2,nagpur district,2407812
9095,maharashtra,2022,2,buldhana district,737963
9096,maharashtra,2022,2,nashik district,2803471
9097,maharashtra,2022,2,akola district,500054
9098,maharashtra,2022,2,yavatmal district,579638
9099,maharashtra,2022,2,aurangabad district,1996927
9100,maharashtra,2022,2,amravati district,915589
9101,maharashtra,2022,2,washim district,281323
9102,maharashtra,2022,2,sangli district,970235
9103,maharashtra,2022,2,gadchiroli district,197516
9104,maharashtra,2022,2,raigad district,1626771
9105,maharashtra,2022,2,palghar district,1689875
9106,maharashtra,2022,2,jalna district,579234
9107,maharashtra,2022,2,gondia district,313009
9108,maharashtra,2022,2,ahmednagar district,1844168
9109,maharashtra,2022,2,pune district,8757249
9110,maharashtra,2022,2,beed district,757060
9111,maharashtra,2022,2,satara district,1148444
9112,maharashtra,2022,3,jalgaon district,1286175
9113,maharashtra,2022,3,latur district,848269
9114,maharashtra,2022,3,thane district,5757165
9115,maharashtra,2022,3,bhandara district,353174
9116,maharashtra,2022,3,nandurbar district,296795
9117,maharashtra,2022,3,chandrapur district,634045
9118,maharashtra,2022,3,kolhapur district,1502306
9119,maharashtra,2022,3,solapur district,1733556
9120,maharashtra,2022,3,mumbai district,2074701
9121,maharashtra,2022,3,sindhudurg district,229975
9122,maharashtra,2022,3,dhule district,575813
9123,maharashtra,2022,3,wardha district,407248
9124,maharashtra,2022,3,parbhani district,499848
9125,maharashtra,2022,3,mumbai suburban district,5555095
9126,maharashtra,2022,3,hingoli district,275473
9127,maharashtra,2022,3,ratnagiri district,405070
9128,maharashtra,2022,3,nanded district,910486
9129,maharashtra,2022,3,osmanabad district,531671
9130,maharashtra,2022,3,nagpur district,2532986
9131,maharashtra,2022,3,buldhana district,777977
9132,maharashtra,2022,3,nashik district,2948824
9133,maharashtra,2022,3,akola district,526815
9134,maharashtra,2022,3,yavatmal district,610128
9135,maharashtra,2022,3,aurangabad district,2101234
9136,maharashtra,2022,3,amravati district,963982
9137,maharashtra,2022,3,washim district,296272
9138,maharashtra,2022,3,sangli district,1019817
9139,maharashtra,2022,3,gadchiroli district,207786
9140,maharashtra,2022,3,raigad district,1710945
9141,maharashtra,2022,3,palghar district,1781265
9142,maharashtra,2022,3,jalna district,610313
9143,maharashtra,2022,3,gondia district,329157
9144,maharashtra,2022,3,ahmednagar district,1940071
9145,maharashtra,2022,3,pune district,9194074
9146,maharashtra,2022,3,beed district,796486
9147,maharashtra,2022,3,satara district,1207605
9148,maharashtra,2022,4,jalgaon district,1347408
9149,maharashtra,2022,4,latur district,887351
9150,maharashtra,2022,4,thane district,6042267
9151,maharashtra,2022,4,bhandara district,369204
9152,maharashtra,2022,4,nandurbar district,310094
9153,maharashtra,2022,4,chandrapur district,662924
9154,maharashtra,2022,4,kolhapur district,1571012
9155,maharashtra,2022,4,solapur district,1811044
9156,maharashtra,2022,4,mumbai district,2178155
9157,maharashtra,2022,4,sindhudurg district,238677
9158,maharashtra,2022,4,dhule district,603068
9159,maharashtra,2022,4,wardha district,425327
9160,maharashtra,2022,4,parbhani district,522880
9161,maharashtra,2022,4,mumbai suburban district,5831539
9162,maharashtra,2022,4,hingoli district,287777
9163,maharashtra,2022,4,ratnagiri district,421696
9164,maharashtra,2022,4,nanded district,952368
9165,maharashtra,2022,4,osmanabad district,555058
9166,maharashtra,2022,4,nagpur district,2655029
9167,maharashtra,2022,4,buldhana district,814274
9168,maharashtra,2022,4,nashik district,3086721
9169,maharashtra,2022,4,akola district,551450
9170,maharashtra,2022,4,yavatmal district,636910
9171,maharashtra,2022,4,aurangabad district,2201353
9172,maharashtra,2022,4,amravati district,1009815
9173,maharashtra,2022,4,washim district,309651
9174,maharashtra,2022,4,sangli district,1065081
9175,maharashtra,2022,4,gadchiroli district,216959
9176,maharashtra,2022,4,raigad district,1791713
9177,maharashtra,2022,4,palghar district,1870957
9178,maharashtra,2022,4,jalna district,638204
9179,maharashtra,2022,4,gondia district,343702
9180,maharashtra,2022,4,ahmednagar district,2027819
9181,maharashtra,2022,4,pune district,9622338
9182,maharashtra,2022,4,beed district,832340
9183,maharashtra,2022,4,satara district,1261863
9184,maharashtra,2023,1,jalgaon district,1410012
9185,maharashtra,2023,1,latur district,927949
9186,maharashtra,2023,1,thane district,6314618
9187,maharashtra,2023,1,bhandara district,386568
9188,maharashtra,2023,1,nandurbar district,324445
9189,maharashtra,2023,1,chandrapur district,693485
9190,maharashtra,2023,1,kolhapur district,1639701
9191,maharashtra,2023,1,solapur district,1892509
9192,maharashtra,2023,1,mumbai district,2276888
9193,maharashtra,2023,1,sindhudurg district,249054
9194,maharashtra,2023,1,dhule district,631067
9195,maharashtra,2023,1,wardha district,444462
9196,maharashtra,2023,1,parbhani district,547272
9197,maharashtra,2023,1,mumbai suburban district,6095695
9198,maharashtra,2023,1,hingoli district,301638
9199,maharashtra,2023,1,ratnagiri district,440075
9200,maharashtra,2023,1,nanded district,996734
9201,maharashtra,2023,1,osmanabad district,580445
9202,maharashtra,2023,1,nagpur district,2775157
9203,maharashtra,2023,1,buldhana district,852571
9204,maharashtra,2023,1,nashik district,3223873
9205,maharashtra,2023,1,akola district,577226
9206,maharashtra,2023,1,yavatmal district,666609
9207,maharashtra,2023,1,aurangabad district,2300283
9208,maharashtra,2023,1,amravati district,1056858
9209,maharashtra,2023,1,washim district,324314
9210,maharashtra,2023,1,sangli district,1112360
9211,maharashtra,2023,1,gadchiroli district,226894
9212,maharashtra,2023,1,raigad district,1871153
9213,maharashtra,2023,1,palghar district,1957628
9214,maharashtra,2023,1,jalna district,668316
9215,maharashtra,2023,1,gondia district,359604
9216,maharashtra,2023,1,ahmednagar district,2119506
9217,maharashtra,2023,1,pune district,10037022
9218,maharashtra,2023,1,beed district,870961
9219,maharashtra,2023,1,satara district,1317832
9220,maharashtra,2023,2,jalgaon district,1469356
9221,maharashtra,2023,2,latur district,966702
9222,maharashtra,2023,2,thane district,6552282
9223,maharashtra,2023,2,bhandara district,403017
9224,maharashtra,2023,2,nandurbar district,338619
9225,maharashtra,2023,2,chandrapur district,723425
9226,maharashtra,2023,2,kolhapur district,1703029
9227,maharashtra,2023,2,solapur district,1970077
9228,maharashtra,2023,2,mumbai district,2361852
9229,maharashtra,2023,2,sindhudurg district,259618
9230,maharashtra,2023,2,dhule district,657948
9231,maharashtra,2023,2,wardha district,463116
9232,maharashtra,2023,2,parbhani district,570977
9233,maharashtra,2023,2,mumbai suburban district,6322778
9234,maharashtra,2023,2,hingoli district,315682
9235,maharashtra,2023,2,ratnagiri district,458493
9236,maharashtra,2023,2,nanded district,1039476
9237,maharashtra,2023,2,osmanabad district,605615
9238,maharashtra,2023,2,nagpur district,2882255
9239,maharashtra,2023,2,buldhana district,890018
9240,maharashtra,2023,2,nashik district,3350410
9241,maharashtra,2023,2,akola district,601704
9242,maharashtra,2023,2,yavatmal district,696177
9243,maharashtra,2023,2,aurangabad district,2390854
9244,maharashtra,2023,2,amravati district,1100682
9245,maharashtra,2023,2,washim district,339152
9246,maharashtra,2023,2,sangli district,1157260
9247,maharashtra,2023,2,gadchiroli district,237313
9248,maharashtra,2023,2,raigad district,1942119
9249,maharashtra,2023,2,palghar district,2037722
9250,maharashtra,2023,2,jalna district,698682
9251,maharashtra,2023,2,gondia district,375090
9252,maharashtra,2023,2,ahmednagar district,2208055
9253,maharashtra,2023,2,pune district,10396344
9254,maharashtra,2023,2,beed district,909491
9255,maharashtra,2023,2,satara district,1371460
9256,maharashtra,2023,3,jalgaon district,1529992
9257,maharashtra,2023,3,latur district,1006145
9258,maharashtra,2023,3,thane district,6802106
9259,maharashtra,2023,3,bhandara district,420322
9260,maharashtra,2023,3,nandurbar district,352858
9261,maharashtra,2023,3,chandrapur district,754238
9262,maharashtra,2023,3,kolhapur district,1770692
9263,maharashtra,2023,3,solapur district,2050042
9264,maharashtra,2023,3,mumbai district,2450770
9265,maharashtra,2023,3,sindhudurg district,270085
9266,maharashtra,2023,3,dhule district,685192
9267,maharashtra,2023,3,wardha district,482011
9268,maharashtra,2023,3,parbhani district,594897
9269,maharashtra,2023,3,mumbai suburban district,6560867
9270,maharashtra,2023,3,hingoli district,329360
9271,maharashtra,2023,3,ratnagiri district,476573
9272,maharashtra,2023,3,nanded district,1083788
9273,maharashtra,2023,3,osmanabad district,630584
9274,maharashtra,2023,3,nagpur district,2995471
9275,maharashtra,2023,3,buldhana district,928174
9276,maharashtra,2023,3,nashik district,3481028
9277,maharashtra,2023,3,akola district,626507
9278,maharashtra,2023,3,yavatmal district,726136
9279,maharashtra,2023,3,aurangabad district,2485041
9280,maharashtra,2023,3,amravati district,1146341
9281,maharashtra,2023,3,washim district,353548
9282,maharashtra,2023,3,sangli district,1203678
9283,maharashtra,2023,3,gadchiroli district,247702
9284,maharashtra,2023,3,raigad district,2017277
9285,maharashtra,2023,3,palghar district,2118552
9286,maharashtra,2023,3,jalna district,728366
9287,maharashtra,2023,3,gondia district,390942
9288,maharashtra,2023,3,ahmednagar district,2297997
9289,maharashtra,2023,3,pune district,10780092
9290,maharashtra,2023,3,beed district,947480
9291,maharashtra,2023,3,satara district,1426143
9292,manipur,2018,1,kangpokpi district,1439
9293,manipur,2018,1,noney district,216
9294,manipur,2018,1,imphal east district,6759
9295,manipur,2018,1,thoubal district,2764
9296,manipur,2018,1,kakching district,915
9297,manipur,2018,1,jiribam district,460
9298,manipur,2018,1,ukhrul district,602
9299,manipur,2018,1,tamenglong district,550
9300,manipur,2018,1,kamjong district,108
9301,manipur,2018,1,chandel district,452
9302,manipur,2018,1,bishnupur district,2371
9303,manipur,2018,1,senapati district,85
9304,manipur,2018,1,pherzawl district,24
9305,manipur,2018,1,churachandpur district,1524
9306,manipur,2018,1,tengnoupal district,352
9307,manipur,2018,1,imphal west district,11304
9308,manipur,2018,2,kangpokpi district,2183
9309,manipur,2018,2,noney district,351
9310,manipur,2018,2,imphal east district,10390
9311,manipur,2018,2,thoubal district,4771
9312,manipur,2018,2,kakching district,1571
9313,manipur,2018,2,jiribam district,732
9314,manipur,2018,2,ukhrul district,905
9315,manipur,2018,2,tamenglong district,824
9316,manipur,2018,2,kamjong district,144
9317,manipur,2018,2,chandel district,706
9318,manipur,2018,2,bishnupur district,3751
9319,manipur,2018,2,senapati district,155
9320,manipur,2018,2,pherzawl district,38
9321,manipur,2018,2,churachandpur district,2362
9322,manipur,2018,2,tengnoupal district,631
9323,manipur,2018,2,imphal west district,16541
9324,manipur,2018,3,kangpokpi district,3073
9325,manipur,2018,3,noney district,504
9326,manipur,2018,3,imphal east district,13541
9327,manipur,2018,3,thoubal district,6112
9328,manipur,2018,3,kakching district,2326
9329,manipur,2018,3,jiribam district,1086
9330,manipur,2018,3,ukhrul district,1346
9331,manipur,2018,3,tamenglong district,1268
9332,manipur,2018,3,kamjong district,213
9333,manipur,2018,3,chandel district,962
9334,manipur,2018,3,bishnupur district,5106
9335,manipur,2018,3,senapati district,229
9336,manipur,2018,3,pherzawl district,51
9337,manipur,2018,3,churachandpur district,3420
9338,manipur,2018,3,tengnoupal district,1002
9339,manipur,2018,3,imphal west district,21696
9340,manipur,2018,4,kangpokpi district,4249
9341,manipur,2018,4,noney district,716
9342,manipur,2018,4,imphal east district,17777
9343,manipur,2018,4,thoubal district,8027
9344,manipur,2018,4,kakching district,3153
9345,manipur,2018,4,jiribam district,1393
9346,manipur,2018,4,ukhrul district,1842
9347,manipur,2018,4,tamenglong district,1712
9348,manipur,2018,4,kamjong district,290
9349,manipur,2018,4,chandel district,1342
9350,manipur,2018,4,bishnupur district,7049
9351,manipur,2018,4,senapati district,337
9352,manipur,2018,4,pherzawl district,68
9353,manipur,2018,4,churachandpur district,4951
9354,manipur,2018,4,tengnoupal district,1300
9355,manipur,2018,4,imphal west district,28383
9356,manipur,2019,1,kangpokpi district,5212
9357,manipur,2019,1,noney district,919
9358,manipur,2019,1,imphal east district,21136
9359,manipur,2019,1,thoubal district,9529
9360,manipur,2019,1,kakching district,3850
9361,manipur,2019,1,jiribam district,1759
9362,manipur,2019,1,ukhrul district,2368
9363,manipur,2019,1,tamenglong district,2148
9364,manipur,2019,1,kamjong district,382
9365,manipur,2019,1,chandel district,1691
9366,manipur,2019,1,bishnupur district,8537
9367,manipur,2019,1,senapati district,451
9368,manipur,2019,1,pherzawl district,98
9369,manipur,2019,1,churachandpur district,6138
9370,manipur,2019,1,tengnoupal district,1641
9371,manipur,2019,1,imphal west district,33668
9372,manipur,2019,2,kangpokpi district,6407
9373,manipur,2019,2,noney district,1150
9374,manipur,2019,2,imphal east district,24652
9375,manipur,2019,2,thoubal district,10915
9376,manipur,2019,2,kakching district,4599
9377,manipur,2019,2,jiribam district,2103
9378,manipur,2019,2,ukhrul district,2981
9379,manipur,2019,2,tamenglong district,2628
9380,manipur,2019,2,kamjong district,480
9381,manipur,2019,2,chandel district,2175
9382,manipur,2019,2,bishnupur district,10014
9383,manipur,2019,2,senapati district,542
9384,manipur,2019,2,pherzawl district,127
9385,manipur,2019,2,churachandpur district,7662
9386,manipur,2019,2,tengnoupal district,2009
9387,manipur,2019,2,imphal west district,39303
9388,manipur,2019,3,kangpokpi district,7621
9389,manipur,2019,3,noney district,1298
9390,manipur,2019,3,imphal east district,28331
9391,manipur,2019,3,thoubal district,12427
9392,manipur,2019,3,kakching district,5355
9393,manipur,2019,3,jiribam district,2444
9394,manipur,2019,3,ukhrul district,3488
9395,manipur,2019,3,tamenglong district,3085
9396,manipur,2019,3,kamjong district,538
9397,manipur,2019,3,chandel district,2581
9398,manipur,2019,3,bishnupur district,11647
9399,manipur,2019,3,senapati district,672
9400,manipur,2019,3,pherzawl district,156
9401,manipur,2019,3,churachandpur district,9071
9402,manipur,2019,3,tengnoupal district,2334
9403,manipur,2019,3,imphal west district,45268
9404,manipur,2019,4,kangpokpi district,8850
9405,manipur,2019,4,noney district,1517
9406,manipur,2019,4,imphal east district,31935
9407,manipur,2019,4,thoubal district,14194
9408,manipur,2019,4,kakching district,6126
9409,manipur,2019,4,jiribam district,2764
9410,manipur,2019,4,ukhrul district,4091
9411,manipur,2019,4,tamenglong district,3651
9412,manipur,2019,4,kamjong district,639
9413,manipur,2019,4,chandel district,3029
9414,manipur,2019,4,bishnupur district,13387
9415,manipur,2019,4,senapati district,790
9416,manipur,2019,4,pherzawl district,192
9417,manipur,2019,4,churachandpur district,10431
9418,manipur,2019,4,tengnoupal district,2699
9419,manipur,2019,4,imphal west district,51063
9420,manipur,2020,1,kangpokpi district,10241
9421,manipur,2020,1,noney district,1787
9422,manipur,2020,1,imphal east district,36105
9423,manipur,2020,1,thoubal district,16244
9424,manipur,2020,1,kakching district,7075
9425,manipur,2020,1,jiribam district,3051
9426,manipur,2020,1,ukhrul district,4892
9427,manipur,2020,1,tamenglong district,4169
9428,manipur,2020,1,kamjong district,755
9429,manipur,2020,1,chandel district,3471
9430,manipur,2020,1,bishnupur district,15333
9431,manipur,2020,1,senapati district,922
9432,manipur,2020,1,pherzawl district,245
9433,manipur,2020,1,churachandpur district,12420
9434,manipur,2020,1,tengnoupal district,3179
9435,manipur,2020,1,imphal west district,57485
9436,manipur,2020,2,kangpokpi district,12965
9437,manipur,2020,2,noney district,2236
9438,manipur,2020,2,imphal east district,43144
9439,manipur,2020,2,thoubal district,20186
9440,manipur,2020,2,kakching district,9028
9441,manipur,2020,2,jiribam district,3660
9442,manipur,2020,2,ukhrul district,6223
9443,manipur,2020,2,tamenglong district,5158
9444,manipur,2020,2,kamjong district,888
9445,manipur,2020,2,chandel district,4278
9446,manipur,2020,2,bishnupur district,19027
9447,manipur,2020,2,senapati district,1095
9448,manipur,2020,2,pherzawl district,316
9449,manipur,2020,2,churachandpur district,15469
9450,manipur,2020,2,tengnoupal district,3926
9451,manipur,2020,2,imphal west district,67897
9452,manipur,2020,3,kangpokpi district,15966
9453,manipur,2020,3,noney district,2736
9454,manipur,2020,3,imphal east district,51383
9455,manipur,2020,3,thoubal district,24183
9456,manipur,2020,3,kakching district,10752
9457,manipur,2020,3,jiribam district,4238
9458,manipur,2020,3,ukhrul district,7657
9459,manipur,2020,3,tamenglong district,6475
9460,manipur,2020,3,kamjong district,1124
9461,manipur,2020,3,chandel district,5252
9462,manipur,2020,3,bishnupur district,22965
9463,manipur,2020,3,senapati district,1317
9464,manipur,2020,3,pherzawl district,438
9465,manipur,2020,3,churachandpur district,19501
9466,manipur,2020,3,tengnoupal district,4853
9467,manipur,2020,3,imphal west district,79723
9468,manipur,2020,4,kangpokpi district,17814
9469,manipur,2020,4,noney district,3042
9470,manipur,2020,4,imphal east district,57282
9471,manipur,2020,4,thoubal district,26858
9472,manipur,2020,4,kakching district,11913
9473,manipur,2020,4,jiribam district,4621
9474,manipur,2020,4,ukhrul district,8651
9475,manipur,2020,4,tamenglong district,7322
9476,manipur,2020,4,kamjong district,1333
9477,manipur,2020,4,chandel district,5987
9478,manipur,2020,4,bishnupur district,25629
9479,manipur,2020,4,senapati district,1513
9480,manipur,2020,4,pherzawl district,533
9481,manipur,2020,4,churachandpur district,21960
9482,manipur,2020,4,tengnoupal district,5537
9483,manipur,2020,4,imphal west district,88777
9484,manipur,2021,1,kangpokpi district,19239
9485,manipur,2021,1,noney district,3286
9486,manipur,2021,1,imphal east district,62004
9487,manipur,2021,1,thoubal district,29072
9488,manipur,2021,1,kakching district,12888
9489,manipur,2021,1,jiribam district,5045
9490,manipur,2021,1,ukhrul district,9372
9491,manipur,2021,1,tamenglong district,7960
9492,manipur,2021,1,kamjong district,1481
9493,manipur,2021,1,chandel district,6467
9494,manipur,2021,1,bishnupur district,27615
9495,manipur,2021,1,senapati district,1655
9496,manipur,2021,1,pherzawl district,607
9497,manipur,2021,1,churachandpur district,23827
9498,manipur,2021,1,tengnoupal district,6049
9499,manipur,2021,1,imphal west district,96101
9500,manipur,2021,2,kangpokpi district,20703
9501,manipur,2021,2,noney district,3566
9502,manipur,2021,2,imphal east district,66388
9503,manipur,2021,2,thoubal district,31139
9504,manipur,2021,2,kakching district,13816
9505,manipur,2021,2,jiribam district,5468
9506,manipur,2021,2,ukhrul district,10142
9507,manipur,2021,2,tamenglong district,8580
9508,manipur,2021,2,kamjong district,1619
9509,manipur,2021,2,chandel district,6980
9510,manipur,2021,2,bishnupur district,29671
9511,manipur,2021,2,senapati district,1769
9512,manipur,2021,2,pherzawl district,663
9513,manipur,2021,2,churachandpur district,25573
9514,manipur,2021,2,tengnoupal district,6499
9515,manipur,2021,2,imphal west district,102833
9516,manipur,2021,3,kangpokpi district,22416
9517,manipur,2021,3,noney district,3902
9518,manipur,2021,3,imphal east district,71436
9519,manipur,2021,3,thoubal district,33478
9520,manipur,2021,3,kakching district,14924
9521,manipur,2021,3,jiribam district,5941
9522,manipur,2021,3,ukhrul district,11045
9523,manipur,2021,3,tamenglong district,9326
9524,manipur,2021,3,kamjong district,1791
9525,manipur,2021,3,chandel district,7597
9526,manipur,2021,3,bishnupur district,31996
9527,manipur,2021,3,senapati district,1958
9528,manipur,2021,3,pherzawl district,778
9529,manipur,2021,3,churachandpur district,27600
9530,manipur,2021,3,tengnoupal district,7055
9531,manipur,2021,3,imphal west district,110506
9532,manipur,2021,4,kangpokpi district,24082
9533,manipur,2021,4,noney district,4235
9534,manipur,2021,4,imphal east district,76421
9535,manipur,2021,4,thoubal district,35832
9536,manipur,2021,4,kakching district,15985
9537,manipur,2021,4,jiribam district,6397
9538,manipur,2021,4,ukhrul district,11949
9539,manipur,2021,4,tamenglong district,10063
9540,manipur,2021,4,kamjong district,1996
9541,manipur,2021,4,chandel district,8184
9542,manipur,2021,4,bishnupur district,34316
9543,manipur,2021,4,senapati district,2157
9544,manipur,2021,4,pherzawl district,865
9545,manipur,2021,4,churachandpur district,29651
9546,manipur,2021,4,tengnoupal district,7557
9547,manipur,2021,4,imphal west district,118056
9548,manipur,2022,1,kangpokpi district,25589
9549,manipur,2022,1,noney district,4525
9550,manipur,2022,1,imphal east district,81134
9551,manipur,2022,1,thoubal district,38088
9552,manipur,2022,1,kakching district,17014
9553,manipur,2022,1,jiribam district,6842
9554,manipur,2022,1,ukhrul district,12728
9555,manipur,2022,1,tamenglong district,10719
9556,manipur,2022,1,kamjong district,2128
9557,manipur,2022,1,chandel district,8724
9558,manipur,2022,1,bishnupur district,36514
9559,manipur,2022,1,senapati district,2286
9560,manipur,2022,1,pherzawl district,918
9561,manipur,2022,1,churachandpur district,31533
9562,manipur,2022,1,tengnoupal district,8027
9563,manipur,2022,1,imphal west district,125131
9564,manipur,2022,2,kangpokpi district,27002
9565,manipur,2022,2,noney district,4807
9566,manipur,2022,2,imphal east district,85559
9567,manipur,2022,2,thoubal district,40196
9568,manipur,2022,2,kakching district,18011
9569,manipur,2022,2,jiribam district,7232
9570,manipur,2022,2,ukhrul district,13435
9571,manipur,2022,2,tamenglong district,11310
9572,manipur,2022,2,kamjong district,2243
9573,manipur,2022,2,chandel district,9201
9574,manipur,2022,2,bishnupur district,38512
9575,manipur,2022,2,senapati district,2402
9576,manipur,2022,2,pherzawl district,964
9577,manipur,2022,2,churachandpur district,33293
9578,manipur,2022,2,tengnoupal district,8495
9579,manipur,2022,2,imphal west district,131901
9580,manipur,2022,3,kangpokpi district,28377
9581,manipur,2022,3,noney district,4992
9582,manipur,2022,3,imphal east district,90100
9583,manipur,2022,3,thoubal district,42321
9584,manipur,2022,3,kakching district,18979
9585,manipur,2022,3,jiribam district,7633
9586,manipur,2022,3,ukhrul district,14002
9587,manipur,2022,3,tamenglong district,11830
9588,manipur,2022,3,kamjong district,2326
9589,manipur,2022,3,chandel district,9647
9590,manipur,2022,3,bishnupur district,40486
9591,manipur,2022,3,senapati district,2492
9592,manipur,2022,3,pherzawl district,992
9593,manipur,2022,3,churachandpur district,35081
9594,manipur,2022,3,tengnoupal district,8913
9595,manipur,2022,3,imphal west district,138892
9596,manipur,2022,4,kangpokpi district,29563
9597,manipur,2022,4,noney district,5121
9598,manipur,2022,4,imphal east district,94344
9599,manipur,2022,4,thoubal district,44264
9600,manipur,2022,4,kakching district,19797
9601,manipur,2022,4,jiribam district,8001
9602,manipur,2022,4,ukhrul district,14415
9603,manipur,2022,4,tamenglong district,12297
9604,manipur,2022,4,kamjong district,2341
9605,manipur,2022,4,chandel district,9973
9606,manipur,2022,4,bishnupur district,42189
9607,manipur,2022,4,senapati district,2553
9608,manipur,2022,4,pherzawl district,995
9609,manipur,2022,4,churachandpur district,36722
9610,manipur,2022,4,tengnoupal district,9295
9611,manipur,2022,4,imphal west district,145422
9612,manipur,2023,1,kangpokpi district,30917
9613,manipur,2023,1,noney district,5349
9614,manipur,2023,1,imphal east district,98499
9615,manipur,2023,1,thoubal district,46248
9616,manipur,2023,1,kakching district,20700
9617,manipur,2023,1,jiribam district,8381
9618,manipur,2023,1,ukhrul district,15024
9619,manipur,2023,1,tamenglong district,12843
9620,manipur,2023,1,kamjong district,2411
9621,manipur,2023,1,chandel district,10406
9622,manipur,2023,1,bishnupur district,44031
9623,manipur,2023,1,senapati district,2658
9624,manipur,2023,1,pherzawl district,1020
9625,manipur,2023,1,churachandpur district,38361
9626,manipur,2023,1,tengnoupal district,9712
9627,manipur,2023,1,imphal west district,151777
9628,manipur,2023,2,kangpokpi district,32306
9629,manipur,2023,2,noney district,5653
9630,manipur,2023,2,imphal east district,102530
9631,manipur,2023,2,thoubal district,48169
9632,manipur,2023,2,kakching district,21613
9633,manipur,2023,2,jiribam district,8764
9634,manipur,2023,2,ukhrul district,15758
9635,manipur,2023,2,tamenglong district,13463
9636,manipur,2023,2,kamjong district,2579
9637,manipur,2023,2,chandel district,10941
9638,manipur,2023,2,bishnupur district,46010
9639,manipur,2023,2,senapati district,2804
9640,manipur,2023,2,pherzawl district,1095
9641,manipur,2023,2,churachandpur district,40043
9642,manipur,2023,2,tengnoupal district,10160
9643,manipur,2023,2,imphal west district,157911
9644,manipur,2023,3,kangpokpi district,33690
9645,manipur,2023,3,noney district,5895
9646,manipur,2023,3,imphal east district,106699
9647,manipur,2023,3,thoubal district,50179
9648,manipur,2023,3,kakching district,22516
9649,manipur,2023,3,jiribam district,9171
9650,manipur,2023,3,ukhrul district,16460
9651,manipur,2023,3,tamenglong district,14077
9652,manipur,2023,3,kamjong district,2698
9653,manipur,2023,3,chandel district,11414
9654,manipur,2023,3,bishnupur district,47895
9655,manipur,2023,3,senapati district,2937
9656,manipur,2023,3,pherzawl district,1163
9657,manipur,2023,3,churachandpur district,41799
9658,manipur,2023,3,tengnoupal district,10629
9659,manipur,2023,3,imphal west district,164350
9660,meghalaya,2018,1,north garo hills district,254
9661,meghalaya,2018,1,south west khasi hills district,55
9662,meghalaya,2018,1,west garo hills district,3671
9663,meghalaya,2018,1,south garo hills district,343
9664,meghalaya,2018,1,east jaintia hills district,1419
9665,meghalaya,2018,1,south west garo hills district,299
9666,meghalaya,2018,1,east khasi hills district,9310
9667,meghalaya,2018,1,east garo hills district,236
9668,meghalaya,2018,1,ribhoi district,1891
9669,meghalaya,2018,1,west jaintia hills district,736
9670,meghalaya,2018,1,west khasi hills district,299
9671,meghalaya,2018,2,north garo hills district,445
9672,meghalaya,2018,2,south west khasi hills district,110
9673,meghalaya,2018,2,west garo hills district,5289
9674,meghalaya,2018,2,south garo hills district,530
9675,meghalaya,2018,2,east jaintia hills district,2051
9676,meghalaya,2018,2,south west garo hills district,485
9677,meghalaya,2018,2,east khasi hills district,12907
9678,meghalaya,2018,2,east garo hills district,437
9679,meghalaya,2018,2,ribhoi district,2869
9680,meghalaya,2018,2,west jaintia hills district,1023
9681,meghalaya,2018,2,west khasi hills district,472
9682,meghalaya,2018,3,north garo hills district,737
9683,meghalaya,2018,3,south west khasi hills district,177
9684,meghalaya,2018,3,west garo hills district,7529
9685,meghalaya,2018,3,south garo hills district,821
9686,meghalaya,2018,3,east jaintia hills district,2886
9687,meghalaya,2018,3,south west garo hills district,810
9688,meghalaya,2018,3,east khasi hills district,17543
9689,meghalaya,2018,3,east garo hills district,694
9690,meghalaya,2018,3,ribhoi district,3889
9691,meghalaya,2018,3,west jaintia hills district,1465
9692,meghalaya,2018,3,west khasi hills district,730
9693,meghalaya,2018,4,north garo hills district,1092
9694,meghalaya,2018,4,south west khasi hills district,253
9695,meghalaya,2018,4,west garo hills district,10445
9696,meghalaya,2018,4,south garo hills district,1057
9697,meghalaya,2018,4,east jaintia hills district,3735
9698,meghalaya,2018,4,south west garo hills district,1115
9699,meghalaya,2018,4,east khasi hills district,22845
9700,meghalaya,2018,4,east garo hills district,1067
9701,meghalaya,2018,4,ribhoi district,5207
9702,meghalaya,2018,4,west jaintia hills district,1861
9703,meghalaya,2018,4,west khasi hills district,957
9704,meghalaya,2019,1,north garo hills district,1482
9705,meghalaya,2019,1,south west khasi hills district,329
9706,meghalaya,2019,1,west garo hills district,12932
9707,meghalaya,2019,1,south garo hills district,1296
9708,meghalaya,2019,1,east jaintia hills district,4643
9709,meghalaya,2019,1,south west garo hills district,1434
9710,meghalaya,2019,1,east khasi hills district,27937
9711,meghalaya,2019,1,east garo hills district,1424
9712,meghalaya,2019,1,ribhoi district,6543
